flight_code,airline,departure_time,arrival_time,duration_minutes,price,stops,departure_airport,arrival_airport,currency,source,route
VIETJET-1450,VietJet Air,2025-10-09 14:50:00,2025-10-09 22:30:00,460,4931539.0,0,SGN,HAN,VND,Traveloka.com,SGN-HAN
VIETNAM-1555,Vietnam Airlines,2025-10-09 15:55:00,2025-10-09 19:30:00,215,4960866.0,0,SGN,HAN,VND,Traveloka.com,SGN-HAN
VIETNAM-0745,Vietnam Airlines,2025-10-09 07:45:00,2025-10-09 11:35:00,230,4960866.0,0,SGN,HAN,VND,Traveloka.com,SGN-HAN
VIETNAM-1100,Vietnam Airlines,2025-10-09 11:00:00,2025-10-09 14:55:00,235,4960866.0,0,SGN,HAN,VND,Traveloka.com,SGN-HAN
VIETNAM-1520,Vietnam Airlines,2025-10-09 15:20:00,2025-10-09 19:30:00,250,4960866.0,0,SGN,HAN,VND,Traveloka.com,SGN-HAN
VIETNAM-0815,Vietnam Airlines,2025-10-09 08:15:00,2025-10-09 12:30:00,255,4960866.0,0,SGN,HAN,VND,Traveloka.com,SGN-HAN
VIETRAVEL-1445,Vietravel Airlines,2025-10-09 14:45:00,2025-10-09 16:15:00,90,2071588.0,0,SGN,DAD,VND,Traveloka.com,SGN-DAD
BAMBOO-2300,Bamboo Airways,2025-10-09 23:00:00,2025-10-10 00:30:00,90,1217970.0,0,SGN,DAD,VND,Traveloka.com,SGN-DAD
VIETJET-2235,VietJet Air,2025-10-09 22:35:00,2025-10-09 23:55:00,80,1377890.0,0,SGN,DAD,VND,Traveloka.com,SGN-DAD
VIETJET-2110,VietJet Air,2025-10-09 21:10:00,2025-10-09 22:35:00,85,1377890.0,0,SGN,DAD,VND,Traveloka.com,SGN-DAD
VIETJET-2005,VietJet Air,2025-10-09 20:05:00,2025-10-09 21:25:00,80,1544600.0,0,SGN,DAD,VND,Traveloka.com,SGN-DAD
VIETJET-0720,VietJet Air,2025-10-09 07:20:00,2025-10-09 08:45:00,85,1793000.0,0,SGN,DAD,VND,Traveloka.com,SGN-DAD
VIETNAM-2030,Vietnam Airlines,2025-10-09 20:30:00,2025-10-09 22:00:00,90,2012360.0,0,SGN,DAD,VND,Traveloka.com,SGN-DAD
VIETJET-1620,VietJet Air,2025-10-09 16:20:00,2025-10-09 17:45:00,85,2106200.0,0,SGN,DAD,VND,Traveloka.com,SGN-DAD
VIETNAM-2145,Vietnam Airlines,2025-10-09 21:45:00,2025-10-09 23:15:00,90,2144966.0,0,SGN,DAD,VND,Traveloka.com,SGN-DAD
VIETRAVEL-1105,Vietravel Airlines,2025-10-09 11:05:00,2025-10-09 12:35:00,90,2179585.0,0,SGN,DAD,VND,Traveloka.com,SGN-DAD
VIETNAM-0745,Vietnam Airlines,2025-10-09 07:45:00,2025-10-09 09:15:00,90,2410340.0,0,SGN,DAD,VND,Traveloka.com,SGN-DAD
VIETJET-0740,VietJet Air,2025-10-09 07:40:00,2025-10-09 09:05:00,85,2421422.0,0,SGN,DAD,VND,Traveloka.com,SGN-DAD
VIETNAM-1800,Vietnam Airlines,2025-10-09 18:00:00,2025-10-09 19:30:00,90,2447939.0,0,SGN,DAD,VND,Traveloka.com,SGN-DAD
VIETNAM-1840,Vietnam Airlines,2025-10-09 18:40:00,2025-10-09 20:10:00,90,2447939.0,0,SGN,DAD,VND,Traveloka.com,SGN-DAD
VIETNAM-1000,Vietnam Airlines,2025-10-09 10:00:00,2025-10-09 11:35:00,95,2447939.0,0,SGN,DAD,VND,Traveloka.com,SGN-DAD
VIETNAM-1330,Vietnam Airlines,2025-10-09 13:30:00,2025-10-09 14:55:00,85,2498938.0,0,SGN,DAD,VND,Traveloka.com,SGN-DAD
VIETNAM-0855,Vietnam Airlines,2025-10-09 08:55:00,2025-10-09 10:25:00,90,2498938.0,0,SGN,DAD,VND,Traveloka.com,SGN-DAD
VIETNAM-1100,Vietnam Airlines,2025-10-09 11:00:00,2025-10-09 12:30:00,90,2498938.0,0,SGN,DAD,VND,Traveloka.com,SGN-DAD
VIETNAM-1300,Vietnam Airlines,2025-10-09 13:00:00,2025-10-09 14:30:00,90,2498938.0,0,SGN,DAD,VND,Traveloka.com,SGN-DAD
VIETNAM-1720,Vietnam Airlines,2025-10-09 17:20:00,2025-10-09 18:50:00,90,2498938.0,0,SGN,DAD,VND,Traveloka.com,SGN-DAD
VIETNAM-1200,Vietnam Airlines,2025-10-09 12:00:00,2025-10-09 13:35:00,95,2498938.0,0,SGN,DAD,VND,Traveloka.com,SGN-DAD
VIETJET-1740,VietJet Air,2025-10-09 17:40:00,2025-10-09 23:20:00,340,2704809.0,0,SGN,DAD,VND,Traveloka.com,SGN-DAD
VIETRAVEL-0830,Vietravel Airlines,2025-10-09 08:30:00,2025-10-09 22:25:00,835,2727611.0,0,SGN,DAD,VND,Traveloka.com,SGN-DAD
VIETRAVEL-0830,Vietravel Airlines,2025-10-09 08:30:00,2025-10-09 23:20:00,890,2727611.0,0,SGN,DAD,VND,Traveloka.com,SGN-DAD
BAMBOO-0740,Bamboo Airways,2025-10-09 07:40:00,2025-10-09 18:20:00,640,3398111.0,0,SGN,DAD,VND,Traveloka.com,SGN-DAD
BAMBOO-0740,Bamboo Airways,2025-10-09 07:40:00,2025-10-09 16:00:00,500,3579072.0,0,SGN,DAD,VND,Traveloka.com,SGN-DAD
VIETNAM-2020,Vietnam Airlines,2025-10-09 20:20:00,2025-10-10 01:10:00,290,3968452.0,0,SGN,DAD,VND,Traveloka.com,SGN-DAD
VIETNAM-1730,Vietnam Airlines,2025-10-09 17:30:00,2025-10-09 21:25:00,235,4304946.0,0,SGN,DAD,VND,Traveloka.com,SGN-DAD
VIETNAM-1730,Vietnam Airlines,2025-10-09 17:30:00,2025-10-09 22:30:00,300,4304946.0,0,SGN,DAD,VND,Traveloka.com,SGN-DAD
VIETNAM-1755,Vietnam Airlines,2025-10-09 17:55:00,2025-10-09 22:40:00,285,5560371.0,0,SGN,DAD,VND,Traveloka.com,SGN-DAD
VIETNAM-1355,Vietnam Airlines,2025-10-09 13:55:00,2025-10-09 18:55:00,300,6113762.0,0,SGN,DAD,VND,Traveloka.com,SGN-DAD
VIETNAM-1215,Vietnam Airlines,2025-10-09 12:15:00,2025-10-09 17:10:00,295,6241648.0,0,SGN,DAD,VND,Traveloka.com,SGN-DAD
VIETNAM-1720,Vietnam Airlines,2025-10-09 17:20:00,2025-10-09 22:15:00,295,6241648.0,0,SGN,DAD,VND,Traveloka.com,SGN-DAD
VIETNAM-0800,Vietnam Airlines,2025-10-09 08:00:00,2025-10-09 13:10:00,310,6241648.0,0,SGN,DAD,VND,Traveloka.com,SGN-DAD
VIETJET-0950,VietJet Air,2025-10-09 09:50:00,2025-10-09 11:15:00,85,896582.0,0,DAD,HAN,VND,Traveloka.com,DAD-HAN
VIETRAVEL-0625,Vietravel Airlines,2025-10-09 06:25:00,2025-10-09 07:45:00,80,818819.0,0,DAD,HAN,VND,Traveloka.com,DAD-HAN
BAMBOO-0545,Bamboo Airways,2025-10-09 05:45:00,2025-10-09 07:10:00,85,993975.0,0,DAD,HAN,VND,Traveloka.com,DAD-HAN
VIETRAVEL-1650,Vietravel Airlines,2025-10-09 16:50:00,2025-10-09 18:10:00,80,1142811.0,0,DAD,HAN,VND,Traveloka.com,DAD-HAN
VIETJET-0720,VietJet Air,2025-10-09 07:20:00,2025-10-09 08:40:00,80,1242200.0,0,DAD,HAN,VND,Traveloka.com,DAD-HAN
VIETJET-1930,VietJet Air,2025-10-09 19:30:00,2025-10-09 20:50:00,80,1242200.0,0,DAD,HAN,VND,Traveloka.com,DAD-HAN
VIETJET-2125,VietJet Air,2025-10-09 21:25:00,2025-10-09 22:45:00,80,1242200.0,0,DAD,HAN,VND,Traveloka.com,DAD-HAN
VIETJET-2315,VietJet Air,2025-10-09 23:15:00,2025-10-10 00:30:00,75,1377890.0,0,DAD,HAN,VND,Traveloka.com,DAD-HAN
VIETJET-1220,VietJet Air,2025-10-09 12:20:00,2025-10-09 13:40:00,80,1544600.0,0,DAD,HAN,VND,Traveloka.com,DAD-HAN
VIETNAM-0700,Vietnam Airlines,2025-10-09 07:00:00,2025-10-09 08:25:00,85,1561961.0,0,DAD,HAN,VND,Traveloka.com,DAD-HAN
VIETNAM-0815,Vietnam Airlines,2025-10-09 08:15:00,2025-10-09 09:40:00,85,1597841.0,0,DAD,HAN,VND,Traveloka.com,DAD-HAN
VIETNAM-0600,Vietnam Airlines,2025-10-09 06:00:00,2025-10-09 07:25:00,85,1776066.0,0,DAD,HAN,VND,Traveloka.com,DAD-HAN
VIETNAM-1820,Vietnam Airlines,2025-10-09 18:20:00,2025-10-09 19:45:00,85,1826954.0,0,DAD,HAN,VND,Traveloka.com,DAD-HAN
VIETNAM-0745,Vietnam Airlines,2025-10-09 07:45:00,2025-10-09 09:10:00,85,2091146.0,0,DAD,HAN,VND,Traveloka.com,DAD-HAN
VIETNAM-1700,Vietnam Airlines,2025-10-09 17:00:00,2025-10-09 18:25:00,85,2166946.0,0,DAD,HAN,VND,Traveloka.com,DAD-HAN
VIETNAM-1100,Vietnam Airlines,2025-10-09 11:00:00,2025-10-09 12:25:00,85,2212955.0,0,DAD,HAN,VND,Traveloka.com,DAD-HAN
VIETNAM-1155,Vietnam Airlines,2025-10-09 11:55:00,2025-10-09 13:20:00,85,2212955.0,0,DAD,HAN,VND,Traveloka.com,DAD-HAN
VIETJET-1530,VietJet Air,2025-10-09 15:30:00,2025-10-09 16:50:00,80,2421422.0,0,DAD,HAN,VND,Traveloka.com,DAD-HAN
VIETJET-1955,VietJet Air,2025-10-09 19:55:00,2025-10-09 21:15:00,80,2421422.0,0,DAD,HAN,VND,Traveloka.com,DAD-HAN
VIETNAM-1015,Vietnam Airlines,2025-10-09 10:15:00,2025-10-09 11:40:00,85,2422790.0,0,DAD,HAN,VND,Traveloka.com,DAD-HAN
VIETNAM-1310,Vietnam Airlines,2025-10-09 13:10:00,2025-10-09 14:35:00,85,2422790.0,0,DAD,HAN,VND,Traveloka.com,DAD-HAN
VIETNAM-1700,Vietnam Airlines,2025-10-09 17:00:00,2025-10-09 18:25:00,85,2447939.0,0,DAD,HAN,VND,Traveloka.com,DAD-HAN
VIETNAM-1555,Vietnam Airlines,2025-10-09 15:55:00,2025-10-09 17:20:00,85,2498938.0,0,DAD,HAN,VND,Traveloka.com,DAD-HAN
VIETNAM-1520,Vietnam Airlines,2025-10-09 15:20:00,2025-10-09 16:45:00,85,2547621.0,0,DAD,HAN,VND,Traveloka.com,DAD-HAN
BAMBOO-2215,Bamboo Airways,2025-10-09 22:15:00,2025-10-10 07:55:00,580,3215408.0,0,DAD,HAN,VND,Traveloka.com,DAD-HAN
BAMBOO-2015,Bamboo Airways,2025-10-09 20:15:00,2025-10-10 07:55:00,700,3411706.0,0,DAD,HAN,VND,Traveloka.com,DAD-HAN
VIETNAM-1730,Vietnam Airlines,2025-10-09 17:30:00,2025-10-09 22:10:00,280,5154703.0,0,DAD,HAN,VND,Traveloka.com,DAD-HAN
VIETNAM-1600,Vietnam Airlines,2025-10-09 16:00:00,2025-10-09 20:50:00,290,5154703.0,0,DAD,HAN,VND,Traveloka.com,DAD-HAN
VIETNAM-1600,Vietnam Airlines,2025-10-09 16:00:00,2025-10-09 21:10:00,310,5154703.0,0,DAD,HAN,VND,Traveloka.com,DAD-HAN
VIETNAM-1400,Vietnam Airlines,2025-10-09 14:00:00,2025-10-09 22:10:00,490,5409910.0,0,DAD,HAN,VND,Traveloka.com,DAD-HAN
VIETNAM-1500,Vietnam Airlines,2025-10-09 15:00:00,2025-10-09 22:10:00,430,5482908.0,0,DAD,HAN,VND,Traveloka.com,DAD-HAN
VIETNAM-1405,Vietnam Airlines,2025-10-09 14:05:00,2025-10-09 22:10:00,485,5485844.0,0,DAD,HAN,VND,Traveloka.com,DAD-HAN
VIETNAM-1700,Vietnam Airlines,2025-10-09 17:00:00,2025-10-09 22:10:00,310,5519102.0,0,DAD,HAN,VND,Traveloka.com,DAD-HAN
VIETJET-1815,VietJet Air,2025-10-09 18:15:00,2025-10-09 19:35:00,80,1112600.0,0,DAD,SGN,VND,Traveloka.com,DAD-SGN
VIETJET-2025,VietJet Air,2025-10-09 20:25:00,2025-10-09 21:50:00,85,865280.0,0,DAD,SGN,VND,Traveloka.com,DAD-SGN
VIETJET-0650,VietJet Air,2025-10-09 06:50:00,2025-10-09 08:10:00,80,1112600.0,0,DAD,SGN,VND,Traveloka.com,DAD-SGN
VIETJET-1615,VietJet Air,2025-10-09 16:15:00,2025-10-09 17:35:00,80,1112600.0,0,DAD,SGN,VND,Traveloka.com,DAD-SGN
VIETRAVEL-0905,Vietravel Airlines,2025-10-09 09:05:00,2025-10-09 10:20:00,75,1142811.0,0,DAD,SGN,VND,Traveloka.com,DAD-SGN
VIETJET-0530,VietJet Air,2025-10-09 05:30:00,2025-10-09 06:50:00,80,1242200.0,0,DAD,SGN,VND,Traveloka.com,DAD-SGN
VIETJET-0950,VietJet Air,2025-10-09 09:50:00,2025-10-09 11:10:00,80,1242200.0,0,DAD,SGN,VND,Traveloka.com,DAD-SGN
VIETJET-1050,VietJet Air,2025-10-09 10:50:00,2025-10-09 12:15:00,85,1242200.0,0,DAD,SGN,VND,Traveloka.com,DAD-SGN
VIETNAM-2245,Vietnam Airlines,2025-10-09 22:45:00,2025-10-10 00:15:00,90,1264228.0,0,DAD,SGN,VND,Traveloka.com,DAD-SGN
VIETJET-1920,VietJet Air,2025-10-09 19:20:00,2025-10-09 20:40:00,80,1377107.0,0,DAD,SGN,VND,Traveloka.com,DAD-SGN
BAMBOO-0905,Bamboo Airways,2025-10-09 09:05:00,2025-10-09 10:30:00,85,1425964.0,0,DAD,SGN,VND,Traveloka.com,DAD-SGN
VIETJET-1410,VietJet Air,2025-10-09 14:10:00,2025-10-09 15:35:00,85,1545983.0,0,DAD,SGN,VND,Traveloka.com,DAD-SGN
VIETJET-2050,VietJet Air,2025-10-09 20:50:00,2025-10-09 22:05:00,75,1656130.0,0,DAD,SGN,VND,Traveloka.com,DAD-SGN
VIETNAM-1945,Vietnam Airlines,2025-10-09 19:45:00,2025-10-09 21:10:00,85,1732002.0,0,DAD,SGN,VND,Traveloka.com,DAD-SGN
VIETNAM-2045,Vietnam Airlines,2025-10-09 20:45:00,2025-10-09 22:10:00,85,1732002.0,0,DAD,SGN,VND,Traveloka.com,DAD-SGN
VIETNAM-1600,Vietnam Airlines,2025-10-09 16:00:00,2025-10-09 17:25:00,85,1971951.0,0,DAD,SGN,VND,Traveloka.com,DAD-SGN
VIETNAM-1640,Vietnam Airlines,2025-10-09 16:40:00,2025-10-09 18:05:00,85,1971951.0,0,DAD,SGN,VND,Traveloka.com,DAD-SGN
VIETNAM-0545,Vietnam Airlines,2025-10-09 05:45:00,2025-10-09 07:10:00,85,2013630.0,0,DAD,SGN,VND,Traveloka.com,DAD-SGN
VIETNAM-1925,Vietnam Airlines,2025-10-09 19:25:00,2025-10-09 20:50:00,85,2013630.0,0,DAD,SGN,VND,Traveloka.com,DAD-SGN
VIETNAM-1520,Vietnam Airlines,2025-10-09 15:20:00,2025-10-09 16:45:00,85,2101947.0,0,DAD,SGN,VND,Traveloka.com,DAD-SGN
VIETNAM-1100,Vietnam Airlines,2025-10-09 11:00:00,2025-10-09 12:25:00,85,2498938.0,0,DAD,SGN,VND,Traveloka.com,DAD-SGN
VIETNAM-1230,Vietnam Airlines,2025-10-09 12:30:00,2025-10-09 13:55:00,85,2498938.0,0,DAD,SGN,VND,Traveloka.com,DAD-SGN
VIETNAM-0650,Vietnam Airlines,2025-10-09 06:50:00,2025-10-09 08:20:00,90,2498938.0,0,DAD,SGN,VND,Traveloka.com,DAD-SGN
VIETNAM-1320,Vietnam Airlines,2025-10-09 13:20:00,2025-10-09 14:50:00,90,2498938.0,0,DAD,SGN,VND,Traveloka.com,DAD-SGN
BAMBOO-2305,Bamboo Airways,2025-10-09 23:05:00,2025-10-10 07:10:00,485,3201738.0,0,DAD,SGN,VND,Traveloka.com,DAD-SGN
BAMBOO-1915,Bamboo Airways,2025-10-09 19:15:00,2025-10-10 07:10:00,715,3579054.0,0,DAD,SGN,VND,Traveloka.com,DAD-SGN
VIETJET-1125,VietJet Air,2025-10-09 11:25:00,2025-10-09 16:50:00,325,3693945.0,0,DAD,SGN,VND,Traveloka.com,DAD-SGN
VIETNAM-0545,Vietnam Airlines,2025-10-09 05:45:00,2025-10-09 09:00:00,195,4116325.0,0,DAD,SGN,VND,Traveloka.com,DAD-SGN
VIETNAM-1500,Vietnam Airlines,2025-10-09 15:00:00,2025-10-09 19:45:00,285,6117624.0,0,DAD,SGN,VND,Traveloka.com,DAD-SGN
